Date,Product,Qty_Units,Group_Qty_Kg,Avg_Rate,Total_Amount,Category,Year,Month,Month_Name,Quarter,Week,Revenue_per_Kg
2025-01-06,Butter Milk 200 Ml,1410.0,282.0,7.04,9925.51,Sambaram,2025,1,Jan,1,2,35.1968439716312
2025-01-07,Butter Milk 200 Ml,1570.0,314.0,7.0,10983.52,Sambaram,2025,1,Jan,1,2,34.97936305732484
2025-01-08,Butter Milk 200 Ml,1190.0,238.0,7.12,8473.02,Sambaram,2025,1,Jan,1,2,35.6009243697479
2025-01-09,Butter Milk 200 Ml,885.0,177.0,7.16,6333.0,Sambaram,2025,1,Jan,1,2,35.779661016949156
2025-01-10,Butter Milk 200 Ml,900.0,180.0,6.98,6281.99,Sambaram,2025,1,Jan,1,2,34.89994444444444
2025-01-11,Butter Milk 200 Ml,1005.0,201.0,7.04,7076.99,Sambaram,2025,1,Jan,1,2,35.208905472636815
2025-01-12,Butter Milk 200 Ml,3255.0,651.0,6.75,21976.67,Sambaram,2025,1,Jan,1,2,33.758325652841776
2025-01-13,Butter Milk 200 Ml,1835.0,367.0,7.01,12863.48,Sambaram,2025,1,Jan,1,3,35.05035422343324
2025-01-14,Butter Milk 200 Ml,1115.0,223.0,7.15,7971.96,Sambaram,2025,1,Jan,1,3,35.74869955156951
2025-01-15,Butter Milk 200 Ml,1045.0,209.0,7.14,7458.48,Sambaram,2025,1,Jan,1,3,35.68650717703349
2025-01-16,Butter Milk 200 Ml,1445.0,289.0,7.07,10211.41,Sambaram,2025,1,Jan,1,3,35.333598615916955
2025-01-17,Butter Milk 200 Ml,1545.0,309.0,7.05,10888.52,Sambaram,2025,1,Jan,1,3,35.237928802588996
2025-01-18,Butter Milk 200 Ml,1055.0,211.0,6.99,7370.45,Sambaram,2025,1,Jan,1,3,34.93104265402844
2025-01-19,Butter Milk 200 Ml,530.0,106.0,7.26,3849.92,Sambaram,2025,1,Jan,1,3,36.32
2025-01-20,Butter Milk 200 Ml,1790.0,358.0,7.01,12553.06,Sambaram,2025,1,Jan,1,4,35.06441340782123
2025-01-21,Butter Milk 200 Ml,1610.0,322.0,7.1,11437.01,Sambaram,2025,1,Jan,1,4,35.51866459627329
2025-01-22,Butter Milk 200 Ml,1515.0,303.0,7.19,10886.96,Sambaram,2025,1,Jan,1,4,35.93056105610561
2025-01-23,Butter Milk 200 Ml,1125.0,225.0,6.86,7713.02,Sambaram,2025,1,Jan,1,4,34.28008888888889
2025-01-24,Butter Milk 200 Ml,950.0,190.0,7.19,6832.02,Sambaram,2025,1,Jan,1,4,35.958000000000006
2025-01-25,Butter Milk 200 Ml,1185.0,237.0,7.18,8512.49,Sambaram,2025,1,Jan,1,4,35.917679324894515
2025-01-26,Butter Milk 200 Ml,1860.0,372.0,6.97,12972.03,Sambaram,2025,1,Jan,1,4,34.87104838709678
2025-01-27,Butter Milk 200 Ml,1735.0,347.0,7.04,12208.98,Sambaram,2025,1,Jan,1,5,35.18438040345821
2025-01-28,Butter Milk 200 Ml,1840.0,368.0,7.06,12981.53,Sambaram,2025,1,Jan,1,5,35.27589673913044
2025-01-29,Butter Milk 200 Ml,1575.0,315.0,7.07,11141.98,Sambaram,2025,1,Jan,1,5,35.37136507936508
2025-01-30,Butter Milk 200 Ml,1495.0,299.0,7.17,10720.91,Sambaram,2025,1,Jan,1,5,35.85588628762542
2025-01-31,Butter Milk 200 Ml,1175.0,235.0,7.11,8353.06,Sambaram,2025,1,Jan,1,5,35.544936170212765
2025-02-01,Butter Milk 200 Ml,1960.0,392.0,7.0,13721.06,Sambaram,2025,2,Feb,1,5,35.00270408163265
2025-02-02,Butter Milk 200 Ml,2720.0,544.0,7.08,19246.05,Sambaram,2025,2,Feb,1,5,35.37876838235294
2025-02-03,Butter Milk 200 Ml,3300.0,660.0,7.03,23196.1,Sambaram,2025,2,Feb,1,6,35.145606060606056
2025-02-04,Butter Milk 200 Ml,3010.0,602.0,7.13,21454.89,Sambaram,2025,2,Feb,1,6,35.63935215946844
2025-02-05,Butter Milk 200 Ml,3099.0,619.8,6.98,21618.65,Sambaram,2025,2,Feb,1,6,34.88004194901582
2025-02-06,Butter Milk 200 Ml,2950.0,590.0,7.01,20682.51,Sambaram,2025,2,Feb,1,6,35.05510169491525
2025-02-07,Butter Milk 200 Ml,2515.0,503.0,6.99,17589.48,Sambaram,2025,2,Feb,1,6,34.96914512922465
2025-02-08,Butter Milk 200 Ml,2655.0,531.0,7.03,18652.47,Sambaram,2025,2,Feb,1,6,35.127062146892655
2025-02-09,Butter Milk 200 Ml,2995.0,599.0,6.96,20831.03,Sambaram,2025,2,Feb,1,6,34.77634390651085
2025-02-10,Butter Milk 200 Ml,3370.0,674.0,7.08,23849.06,Sambaram,2025,2,Feb,1,7,35.38436201780416
2025-02-11,Butter Milk 200 Ml,4240.0,848.0,6.99,29643.55,Sambaram,2025,2,Feb,1,7,34.95701650943396
2025-02-12,Butter Milk 200 Ml,2990.0,598.0,7.07,21136.03,Sambaram,2025,2,Feb,1,7,35.34453177257525
2025-02-13,Butter Milk 200 Ml,3630.0,726.0,7.06,25629.02,Sambaram,2025,2,Feb,1,7,35.30168044077135
2025-02-14,Butter Milk 200 Ml,3735.0,747.0,7.06,26378.91,Sambaram,2025,2,Feb,1,7,35.313132530120484
2025-02-15,Butter Milk 200 Ml,3415.0,683.0,7.04,24056.05,Sambaram,2025,2,Feb,1,7,35.22115666178624
2025-02-16,Butter Milk 200 Ml,4390.0,878.0,7.03,30861.47,Sambaram,2025,2,Feb,1,7,35.14973804100228
2025-02-17,Butter Milk 200 Ml,5895.0,1179.0,6.9,40657.69,Sambaram,2025,2,Feb,1,8,34.484893977947415
2025-02-18,Butter Milk 200 Ml,6045.0,1209.0,6.95,42042.19,Sambaram,2025,2,Feb,1,8,34.774350703060385
2025-02-19,Butter Milk 200 Ml,4845.0,969.0,6.97,33756.02,Sambaram,2025,2,Feb,1,8,34.83593395252838
2025-02-20,Butter Milk 200 Ml,5465.0,1093.0,6.99,38177.58,Sambaram,2025,2,Feb,1,8,34.929167429094235
2025-02-21,Butter Milk 200 Ml,5720.0,1144.0,6.98,39898.1,Sambaram,2025,2,Feb,1,8,34.87596153846154
2025-02-22,Butter Milk 200 Ml,5900.0,1180.0,7.03,41477.61,Sambaram,2025,2,Feb,1,8,35.15051694915254
2025-02-23,Butter Milk 200 Ml,7945.0,1589.0,6.88,54648.71,Sambaram,2025,2,Feb,1,8,34.39188797986155
2025-02-24,Butter Milk 200 Ml,6690.0,1338.0,6.94,46423.64,Sambaram,2025,2,Feb,1,9,34.696292974588935
2025-02-25,Butter Milk 200 Ml,7480.0,1496.0,6.94,51941.06,Sambaram,2025,2,Feb,1,9,34.71995989304813
2025-02-26,Butter Milk 200 Ml,7215.0,1443.0,6.99,50457.04,Sambaram,2025,2,Feb,1,9,34.966763686763684
2025-02-27,Butter Milk 200 Ml,7775.0,1555.0,6.97,54187.02,Sambaram,2025,2,Feb,1,9,34.84695819935691
2025-02-28,Butter Milk 200 Ml,7585.0,1517.0,6.92,52461.84,Sambaram,2025,2,Feb,1,9,34.582623599208965
2025-03-01,Butter Milk 200 Ml,5685.0,1137.0,7.04,39998.98,Sambaram,2025,3,Mar,1,9,35.17940193491645
2025-03-02,Butter Milk 200 Ml,7970.0,1594.0,6.92,55171.27,Sambaram,2025,3,Mar,1,9,34.61183814303639
2025-03-03,Butter Milk 200 Ml,8215.0,1643.0,6.98,57344.11,Sambaram,2025,3,Mar,1,10,34.90207547169811
2025-03-04,Butter Milk 200 Ml,9700.0,1940.0,6.93,67176.72,Sambaram,2025,3,Mar,1,10,34.627175257731956
2025-03-05,Butter Milk 200 Ml,9685.0,1937.0,7.01,67844.24,Sambaram,2025,3,Mar,1,10,35.02542075374291
2025-03-06,Butter Milk 200 Ml,10665.0,2133.0,6.98,74475.14,Sambaram,2025,3,Mar,1,10,34.9156774496015
2025-03-07,Butter Milk 200 Ml,10428.0,2085.6,6.96,72582.01,Sambaram,2025,3,Mar,1,10,34.80150076716532
2025-03-08,Butter Milk 200 Ml,10580.0,2116.0,7.0,74048.61,Sambaram,2025,3,Mar,1,10,34.99461720226843
2025-03-09,Butter Milk 200 Ml,12285.0,2457.0,6.95,85338.43,Sambaram,2025,3,Mar,1,10,34.73277574277574
2025-03-10,Butter Milk 200 Ml,10110.0,2022.0,6.96,70377.31,Sambaram,2025,3,Mar,1,11,34.805791295746786
2025-03-11,Butter Milk 200 Ml,9080.0,1816.0,6.96,63205.22,Sambaram,2025,3,Mar,1,11,34.804636563876656
2025-03-12,Butter Milk 200 Ml,4740.0,948.0,6.99,33123.09,Sambaram,2025,3,Mar,1,11,34.93996835443038
2025-03-13,Butter Milk 200 Ml,4900.0,980.0,7.0,34311.51,Sambaram,2025,3,Mar,1,11,35.01174489795918
2025-03-14,Butter Milk 200 Ml,6685.0,1337.0,6.99,46742.07,Sambaram,2025,3,Mar,1,11,34.960411368735976
2025-03-15,Butter Milk 200 Ml,7450.0,1490.0,6.98,52007.19,Sambaram,2025,3,Mar,1,11,34.90415436241611
2025-03-16,Butter Milk 200 Ml,8515.0,1703.0,6.96,59276.13,Sambaram,2025,3,Mar,1,11,34.80688784497945
2025-03-17,Butter Milk 200 Ml,7165.0,1433.0,7.06,50555.05,Sambaram,2025,3,Mar,1,12,35.27916957431961
2025-03-18,Butter Milk 200 Ml,8760.0,1752.0,6.93,60670.81,Sambaram,2025,3,Mar,1,12,34.629457762557074
2025-03-19,Butter Milk 200 Ml,8505.0,1701.0,7.04,59872.64,Sambaram,2025,3,Mar,1,12,35.198495002939445
2025-03-20,Butter Milk 200 Ml,10160.0,2032.0,6.97,70837.29,Sambaram,2025,3,Mar,1,12,34.860871062992125
2025-03-21,Butter Milk 200 Ml,11000.0,2200.0,6.98,76774.38,Sambaram,2025,3,Mar,1,12,34.897445454545455
2025-03-22,Butter Milk 200 Ml,8763.0,1752.6,6.94,60823.45,Sambaram,2025,3,Mar,1,12,34.704695880406256
2025-03-23,Butter Milk 200 Ml,7070.0,1414.0,6.99,49424.61,Sambaram,2025,3,Mar,1,12,34.95375530410184
2025-03-24,Butter Milk 200 Ml,8010.0,1602.0,7.02,56232.13,Sambaram,2025,3,Mar,1,13,35.10120474406991
2025-03-25,Butter Milk 200 Ml,8819.0,1763.8,6.94,61215.33,Sambaram,2025,3,Mar,1,13,34.70650300487584
2025-03-26,Butter Milk 200 Ml,8610.0,1722.0,6.97,59997.24,Sambaram,2025,3,Mar,1,13,34.841602787456445
2025-03-27,Butter Milk 200 Ml,8125.0,1625.0,6.99,56763.66,Sambaram,2025,3,Mar,1,13,34.93148307692308
2025-03-28,Butter Milk 200 Ml,7140.0,1428.0,6.99,49884.15,Sambaram,2025,3,Mar,1,13,34.9328781512605
2025-03-29,Butter Milk 200 Ml,7880.0,1576.0,7.05,55535.6,Sambaram,2025,3,Mar,1,13,35.238324873096445
2025-03-30,Butter Milk 200 Ml,7745.0,1549.0,6.99,54140.58,Sambaram,2025,3,Mar,1,13,34.951956100710134
2025-03-31,Butter Milk 200 Ml,9855.0,1971.0,6.96,68571.27,Sambaram,2025,3,Mar,1,14,34.790091324200915
2025-04-01,Butter Milk 200 Ml,13120.0,2624.0,6.9,90491.45,Sambaram,2025,4,Apr,2,14,34.48607088414634
2025-04-02,Butter Milk 200 Ml,8315.0,1663.0,6.87,57094.42,Sambaram,2025,4,Apr,2,14,34.33218280216476
2025-04-03,Butter Milk 200 Ml,7280.0,1456.0,6.96,50659.12,Sambaram,2025,4,Apr,2,14,34.79335164835165
2025-04-04,Butter Milk 200 Ml,5585.0,1117.0,6.94,38737.19,Sambaram,2025,4,Apr,2,14,34.679668755595344
2025-04-05,Butter Milk 200 Ml,3140.0,628.0,6.8,21355.17,Sambaram,2025,4,Apr,2,14,34.005047770700635
2025-04-06,Butter Milk 200 Ml,4745.0,949.0,6.91,32795.57,Sambaram,2025,4,Apr,2,14,34.55802950474183
2025-04-07,Butter Milk 200 Ml,6545.0,1309.0,6.92,45265.22,Sambaram,2025,4,Apr,2,15,34.58
2025-04-08,Butter Milk 200 Ml,8300.0,1660.0,6.95,57658.21,Sambaram,2025,4,Apr,2,15,34.733861445783134
2025-04-09,Butter Milk 200 Ml,13515.0,2703.0,6.92,93549.56,Sambaram,2025,4,Apr,2,15,34.609530151683316
2025-04-10,Butter Milk 200 Ml,7180.0,1436.0,6.9,49532.26,Sambaram,2025,4,Apr,2,15,34.49321727019499
2025-04-11,Butter Milk 200 Ml,8420.0,1684.0,6.9,58065.03,Sambaram,2025,4,Apr,2,15,34.4804216152019
2025-04-12,Butter Milk 200 Ml,5430.0,1086.0,6.92,37590.16,Sambaram,2025,4,Apr,2,15,34.61340699815838
2025-04-13,Butter Milk 200 Ml,4730.0,946.0,7.06,33395.56,Sambaram,2025,4,Apr,2,15,35.30186046511628
2025-04-14,Butter Milk 200 Ml,5810.0,1162.0,6.87,39920.73,Sambaram,2025,4,Apr,2,16,34.35518932874355
2025-04-15,Butter Milk 200 Ml,6740.0,1348.0,6.89,46429.19,Sambaram,2025,4,Apr,2,16,34.44301928783383
2025-04-16,Butter Milk 200 Ml,6965.0,1393.0,6.9,48040.2,Sambaram,2025,4,Apr,2,16,34.48686288585786
2025-04-17,Butter Milk 200 Ml,7860.0,1572.0,6.88,54109.83,Sambaram,2025,4,Apr,2,16,34.421011450381684
2025-04-18,Butter Milk 200 Ml,9295.0,1859.0,6.84,63612.88,Sambaram,2025,4,Apr,2,16,34.21887036040882
2025-04-19,Butter Milk 200 Ml,7219.0,1443.8,6.92,49919.81,Sambaram,2025,4,Apr,2,16,34.57529436210001
2025-04-20,Butter Milk 200 Ml,7845.0,1569.0,6.91,54183.34,Sambaram,2025,4,Apr,2,16,34.53367750159337
2025-04-21,Butter Milk 200 Ml,9110.0,1822.0,6.95,63341.91,Sambaram,2025,4,Apr,2,17,34.76504390779363
2025-04-22,Butter Milk 200 Ml,9835.0,1967.0,6.94,68216.5,Sambaram,2025,4,Apr,2,17,34.68047788510422
2025-04-23,Butter Milk 200 Ml,8745.0,1749.0,6.89,60289.94,Sambaram,2025,4,Apr,2,17,34.471092052601485
2025-04-24,Butter Milk 200 Ml,8815.0,1763.0,6.91,60893.32,Sambaram,2025,4,Apr,2,17,34.539602949517864
2025-04-25,Butter Milk 200 Ml,8845.0,1769.0,6.94,61385.2,Sambaram,2025,4,Apr,2,17,34.70050876201243
2025-04-26,Butter Milk 200 Ml,7710.0,1542.0,6.96,53647.83,Sambaram,2025,4,Apr,2,17,34.791070038910505
2025-04-27,Butter Milk 200 Ml,8067.0,1613.4,6.94,55983.74,Sambaram,2025,4,Apr,2,17,34.69923143671749
2025-04-28,Butter Milk 200 Ml,8980.0,1796.0,6.94,62285.37,Sambaram,2025,4,Apr,2,18,34.680050111358575
2025-04-29,Butter Milk 200 Ml,6795.0,1359.0,6.91,46971.22,Sambaram,2025,4,Apr,2,18,34.56307579102281
2025-04-30,Butter Milk 200 Ml,7470.0,1494.0,6.92,51673.8,Sambaram,2025,4,Apr,2,18,34.587550200803214
2025-05-01,Butter Milk 200 Ml,7785.0,1557.0,6.89,53644.78,Sambaram,2025,5,May,2,18,34.45393705844573
2025-05-02,Butter Milk 200 Ml,7780.0,1556.0,6.93,53945.19,Sambaram,2025,5,May,2,18,34.66914524421594
2025-05-03,Butter Milk 200 Ml,5205.0,1041.0,6.93,36078.25,Sambaram,2025,5,May,2,18,34.65730067243035
2025-05-04,Butter Milk 200 Ml,6575.0,1315.0,6.93,45595.37,Sambaram,2025,5,May,2,18,34.67328517110266
2025-05-05,Butter Milk 200 Ml,3685.0,737.0,6.84,25208.24,Sambaram,2025,5,May,2,19,34.20385345997286
2025-05-06,Butter Milk 200 Ml,7093.0,1418.6,6.91,48982.97,Sambaram,2025,5,May,2,19,34.52909206259693
2025-05-07,Butter Milk 200 Ml,6565.0,1313.0,6.9,45318.82,Sambaram,2025,5,May,2,19,34.51547600913938
2025-05-08,Butter Milk 200 Ml,8455.0,1691.0,6.87,58067.52,Sambaram,2025,5,May,2,19,34.33916026020106
2025-05-09,Butter Milk 200 Ml,7310.0,1462.0,6.86,50134.32,Sambaram,2025,5,May,2,19,34.29160054719562
2025-05-10,Butter Milk 200 Ml,6437.0,1287.4,6.95,44731.52,Sambaram,2025,5,May,2,19,34.745626844803475
2025-05-11,Butter Milk 200 Ml,6515.0,1303.0,6.9,44971.43,Sambaram,2025,5,May,2,19,34.51376055257099
2025-05-12,Butter Milk 200 Ml,6870.0,1374.0,6.92,47535.24,Sambaram,2025,5,May,2,20,34.596244541484715
2025-05-13,Butter Milk 200 Ml,7770.0,1554.0,6.94,53907.28,Sambaram,2025,5,May,2,20,34.689369369369366
2025-05-14,Butter Milk 200 Ml,6960.0,1392.0,6.97,48529.61,Sambaram,2025,5,May,2,20,34.863225574712644
2025-05-15,Butter Milk 200 Ml,4375.0,875.0,6.98,30548.07,Sambaram,2025,5,May,2,20,34.91208
2025-05-16,Butter Milk 200 Ml,4430.0,886.0,6.96,30847.02,Sambaram,2025,5,May,2,20,34.816049661399546
2025-05-17,Butter Milk 200 Ml,2555.0,511.0,7.02,17934.99,Sambaram,2025,5,May,2,20,35.09782778864971
2025-05-18,Butter Milk 200 Ml,2030.0,406.0,7.13,14473.06,Sambaram,2025,5,May,2,20,35.64793103448276
2025-05-19,Butter Milk 200 Ml,2651.0,530.2,6.91,18321.43,Sambaram,2025,5,May,2,21,34.55569596378725
2025-05-20,Butter Milk 200 Ml,920.0,184.0,7.23,6654.96,Sambaram,2025,5,May,2,21,36.168260869565216
2025-05-21,Butter Milk 200 Ml,1325.0,265.0,7.08,9381.97,Sambaram,2025,5,May,2,21,35.40366037735849
2025-05-22,Butter Milk 200 Ml,1245.0,249.0,6.84,8519.99,Sambaram,2025,5,May,2,21,34.21682730923695
2025-05-23,Butter Milk 200 Ml,595.0,119.0,7.21,4290.45,Sambaram,2025,5,May,2,21,36.054201680672264
2025-05-24,Butter Milk 200 Ml,140.0,28.0,7.4,1035.98,Sambaram,2025,5,May,2,21,36.99928571428571
2025-05-25,Butter Milk 200 Ml,170.0,34.0,6.98,1185.99,Sambaram,2025,5,May,2,21,34.88205882352941
2025-05-26,Butter Milk 200 Ml,70.0,14.0,7.01,491.01,Sambaram,2025,5,May,2,22,35.07214285714286
2025-05-27,Butter Milk 200 Ml,20.0,4.0,7.4,148.0,Sambaram,2025,5,May,2,22,37.0
2025-05-28,Butter Milk 200 Ml,10.0,2.0,7.4,74.0,Sambaram,2025,5,May,2,22,37.0
2025-05-31,Butter Milk 200 Ml,50.0,10.0,7.4,369.98,Sambaram,2025,5,May,2,22,36.998000000000005
2025-06-02,Butter Milk 200 Ml,30.0,6.0,7.4,222.01,Sambaram,2025,6,Jun,2,23,37.001666666666665
2025-06-03,Butter Milk 200 Ml,20.0,4.0,7.4,147.99,Sambaram,2025,6,Jun,2,23,36.9975
2025-07-09,Butter Milk 200 Ml,10.0,2.0,7.4,74.0,Sambaram,2025,7,Jul,3,28,37.0
2025-07-10,Butter Milk 200 Ml,10.0,2.0,7.4,74.0,Sambaram,2025,7,Jul,3,28,37.0
2025-07-11,Butter Milk 200 Ml,30.0,6.0,7.4,221.99,Sambaram,2025,7,Jul,3,28,36.998333333333335
2025-07-12,Butter Milk 200 Ml,40.0,8.0,7.4,296.01,Sambaram,2025,7,Jul,3,28,37.00125
2025-07-13,Butter Milk 200 Ml,40.0,8.0,7.4,296.01,Sambaram,2025,7,Jul,3,28,37.00125
2025-07-14,Butter Milk 200 Ml,10.0,2.0,7.4,74.0,Sambaram,2025,7,Jul,3,29,37.0
2025-07-18,Butter Milk 200 Ml,40.0,8.0,7.4,295.98,Sambaram,2025,7,Jul,3,29,36.9975
2025-09-13,Butter Milk 200 Ml,410.0,82.0,7.18,2944.02,Sambaram,2025,9,Sep,3,37,35.90268292682927
2025-09-14,Butter Milk 200 Ml,1410.0,282.0,7.23,10190.98,Sambaram,2025,9,Sep,3,37,36.13822695035461
2025-09-15,Butter Milk 200 Ml,1860.0,372.0,7.03,13075.5,Sambaram,2025,9,Sep,3,38,35.149193548387096
2025-09-16,Butter Milk 200 Ml,1515.0,303.0,6.94,10513.56,Sambaram,2025,9,Sep,3,38,34.69821782178218
2025-09-17,Butter Milk 200 Ml,770.0,154.0,7.24,5576.51,Sambaram,2025,9,Sep,3,38,36.2111038961039
2025-09-18,Butter Milk 200 Ml,405.0,81.0,7.12,2884.49,Sambaram,2025,9,Sep,3,38,35.61098765432099
2025-09-19,Butter Milk 200 Ml,415.0,83.0,7.09,2940.5,Sambaram,2025,9,Sep,3,38,35.4277108433735
2025-09-20,Butter Milk 200 Ml,1160.0,232.0,6.92,8021.49,Sambaram,2025,9,Sep,3,38,34.575387931034484
2025-09-21,Butter Milk 200 Ml,1110.0,222.0,7.13,7912.45,Sambaram,2025,9,Sep,3,38,35.641666666666666
2025-09-22,Butter Milk 200 Ml,1345.0,269.0,7.01,9422.01,Sambaram,2025,9,Sep,3,39,35.0260594795539
2025-09-23,Butter Milk 200 Ml,765.0,153.0,7.22,5526.02,Sambaram,2025,9,Sep,3,39,36.11777777777778
2025-09-24,Butter Milk 200 Ml,615.0,123.0,7.14,4393.45,Sambaram,2025,9,Sep,3,39,35.71910569105691
2025-09-25,Butter Milk 200 Ml,595.0,119.0,7.25,4312.95,Sambaram,2025,9,Sep,3,39,36.24327731092437
2025-09-26,Butter Milk 200 Ml,625.0,125.0,7.14,4462.98,Sambaram,2025,9,Sep,3,39,35.70384
2025-09-27,Butter Milk 200 Ml,140.0,28.0,7.08,990.99,Sambaram,2025,9,Sep,3,39,35.3925
2025-09-28,Butter Milk 200 Ml,100.0,20.0,7.22,722.01,Sambaram,2025,9,Sep,3,39,36.1005
2025-09-29,Butter Milk 200 Ml,535.0,107.0,6.96,3725.01,Sambaram,2025,9,Sep,3,40,34.81317757009346
2025-09-30,Butter Milk 200 Ml,405.0,81.0,7.18,2907.02,Sambaram,2025,9,Sep,3,40,35.889135802469134
2025-10-01,Butter Milk 200 Ml,455.0,91.0,7.1,3231.95,Sambaram,2025,10,Oct,4,40,35.51593406593406
2025-10-02,Butter Milk 200 Ml,375.0,75.0,7.27,2725.43,Sambaram,2025,10,Oct,4,40,36.33906666666667
2025-10-03,Butter Milk 200 Ml,1245.0,249.0,7.05,8776.58,Sambaram,2025,10,Oct,4,40,35.24730923694779
2025-10-04,Butter Milk 200 Ml,930.0,186.0,7.0,6508.49,Sambaram,2025,10,Oct,4,40,34.99188172043011
2025-10-05,Butter Milk 200 Ml,650.0,130.0,7.04,4575.95,Sambaram,2025,10,Oct,4,40,35.199615384615385
2025-10-06,Butter Milk 200 Ml,1320.0,264.0,7.19,9489.01,Sambaram,2025,10,Oct,4,41,35.9432196969697
2025-10-07,Butter Milk 200 Ml,1610.0,322.0,7.06,11365.05,Sambaram,2025,10,Oct,4,41,35.29518633540373
2025-10-08,Butter Milk 200 Ml,1890.0,378.0,7.12,13455.05,Sambaram,2025,10,Oct,4,41,35.59537037037037
2025-10-09,Butter Milk 200 Ml,1985.0,397.0,7.01,13924.09,Sambaram,2025,10,Oct,4,41,35.073274559193955
2025-10-10,Butter Milk 200 Ml,1490.0,298.0,7.15,10656.94,Sambaram,2025,10,Oct,4,41,35.76154362416108
2025-10-11,Butter Milk 200 Ml,2135.0,427.0,6.85,14624.55,Sambaram,2025,10,Oct,4,41,34.24953161592506
2025-10-12,Butter Milk 200 Ml,2070.0,414.0,6.95,14391.05,Sambaram,2025,10,Oct,4,41,34.76099033816425
2025-10-13,Butter Milk 200 Ml,2170.0,434.0,6.95,15090.6,Sambaram,2025,10,Oct,4,42,34.770967741935486
2025-10-14,Butter Milk 200 Ml,1261.0,252.2,7.14,8998.41,Sambaram,2025,10,Oct,4,42,35.67965900079302
2025-10-15,Butter Milk 200 Ml,1170.0,234.0,7.02,8208.03,Sambaram,2025,10,Oct,4,42,35.077051282051286
2025-10-16,Butter Milk 200 Ml,510.0,102.0,7.17,3657.0,Sambaram,2025,10,Oct,4,42,35.85294117647059
2025-10-17,Butter Milk 200 Ml,890.0,178.0,7.11,6325.05,Sambaram,2025,10,Oct,4,42,35.53398876404494
2025-10-18,Butter Milk 200 Ml,920.0,184.0,6.99,6429.97,Sambaram,2025,10,Oct,4,42,34.94548913043479
2025-10-19,Butter Milk 200 Ml,810.0,162.0,7.12,5769.04,Sambaram,2025,10,Oct,4,42,35.611358024691356
2025-10-20,Butter Milk 200 Ml,985.0,197.0,7.07,6965.01,Sambaram,2025,10,Oct,4,43,35.3553807106599
2025-10-21,Butter Milk 200 Ml,445.0,89.0,7.2,3202.97,Sambaram,2025,10,Oct,4,43,35.98842696629213
2025-10-22,Butter Milk 200 Ml,430.0,86.0,7.11,3056.02,Sambaram,2025,10,Oct,4,43,35.53511627906977
2025-10-23,Butter Milk 200 Ml,740.0,148.0,7.06,5224.08,Sambaram,2025,10,Oct,4,43,35.29783783783784
2025-10-24,Butter Milk 200 Ml,415.0,83.0,7.36,3052.97,Sambaram,2025,10,Oct,4,43,36.78277108433735
2025-10-25,Butter Milk 200 Ml,615.0,123.0,7.23,4447.5,Sambaram,2025,10,Oct,4,43,36.15853658536585
2025-10-26,Butter Milk 200 Ml,1195.0,239.0,7.11,8496.47,Sambaram,2025,10,Oct,4,43,35.55008368200836
2025-10-27,Butter Milk 200 Ml,405.0,81.0,7.24,2933.99,Sambaram,2025,10,Oct,4,44,36.222098765432094
2025-10-28,Butter Milk 200 Ml,130.0,26.0,7.4,961.99,Sambaram,2025,10,Oct,4,44,36.99961538461538
2025-10-29,Butter Milk 200 Ml,346.0,69.2,7.17,2479.42,Sambaram,2025,10,Oct,4,44,35.82976878612717
2025-10-30,Butter Milk 200 Ml,1051.0,210.2,7.11,7471.48,Sambaram,2025,10,Oct,4,44,35.54462416745956
2025-10-31,Butter Milk 200 Ml,1345.0,269.0,6.98,9385.99,Sambaram,2025,10,Oct,4,44,34.892156133829
2025-11-01,Butter Milk 200 Ml,1190.0,238.0,7.07,8419.04,Sambaram,2025,11,Nov,4,44,35.374117647058824
2025-11-02,Butter Milk 200 Ml,1860.0,372.0,7.07,13147.45,Sambaram,2025,11,Nov,4,44,35.34260752688172
2025-11-03,Butter Milk 200 Ml,1930.0,386.0,7.0,13512.49,Sambaram,2025,11,Nov,4,45,35.00645077720207
2025-11-04,Butter Milk 200 Ml,1110.0,222.0,7.09,7872.04,Sambaram,2025,11,Nov,4,45,35.45963963963964
2025-11-05,Butter Milk 200 Ml,1685.0,337.0,6.97,11744.62,Sambaram,2025,11,Nov,4,45,34.85050445103858
2025-11-06,Butter Milk 200 Ml,1836.0,367.2,7.01,12870.95,Sambaram,2025,11,Nov,4,45,35.05160675381264
2025-11-07,Butter Milk 200 Ml,1370.0,274.0,7.07,9683.53,Sambaram,2025,11,Nov,4,45,35.3413503649635
2025-11-08,Butter Milk 200 Ml,2077.0,415.4,7.04,14627.25,Sambaram,2025,11,Nov,4,45,35.21244583533943
2025-11-09,Butter Milk 200 Ml,1501.0,300.2,6.96,10446.01,Sambaram,2025,11,Nov,4,45,34.79683544303798
2025-11-10,Butter Milk 200 Ml,1390.0,278.0,6.97,9692.05,Sambaram,2025,11,Nov,4,46,34.86348920863309
2025-11-11,Butter Milk 200 Ml,1571.0,314.2,7.07,11107.96,Sambaram,2025,11,Nov,4,46,35.35315085932527
2025-11-12,Butter Milk 200 Ml,1085.0,217.0,7.23,7848.99,Sambaram,2025,11,Nov,4,46,36.17046082949309
2025-11-13,Butter Milk 200 Ml,1750.0,350.0,7.04,12315.49,Sambaram,2025,11,Nov,4,46,35.18711428571429
